date,Year,IND_VOL,Accumulator,LABNO,FIELDNOTES,Temperature,TEMP_F,VWSP,V_WSP_F,WSP,S_WSP_F,WDR,WIND_DIR_F,LWC,LWC_F,PSA,SR,SOLAR_RAD_F,SIG_T,RainCount,RAIN_HR_F,CloudCount
9/29/2017 4:00,2017,,,,,7.92,,,,7.92,,,,0,,0,44,,,-0.54,,1.48
9/29/2017 5:00,2017,,,,,8.18,,,,8.18,,,,0,,0,43,,,-0.54,,1.47
9/29/2017 6:00,2017,,,,,8.35,,,,8.35,,,,0,,0,44,,,-0.54,,1.52
9/29/2017 7:00,2017,,,,,8.71,,,,8.71,,,,0,,0,44,,,-0.55,,1.47
6/1/2018 1:00,2018,,-0.003430303,,,14.1646875,,,,8.6398,,244.4730875,,0.734854419,,928.6290404,1.095798611,,,3.100516612,,56.95111667
6/1/2018 2:00,2018,,-0.003217475,,,14.17239583,,,,8.8764,,242.733062,,0.687073283,,911.8698485,1.1,,,2.768349951,,57.56228333
6/1/2018 3:00,2018,,-0.003381566,,,14.22628472,,,,8.420677778,,247.1434755,,0.707351263,,976.3421717,1.1,,,2.265333293,,58.07485
6/1/2018 4:00,2018,,-0.003595202,,,14.29211806,,,,6.731833333,,250.9653905,,0.735044697,,693.1310606,1.091979167,,,5.270649909,,55.46686667
6/1/2018 5:00,2018,,-0.003614773,,,14.32680556,,,,5.273088889,,250.8536055,,0.813373232,,536.525,1.897951389,,,12.34061646,,49.24741667
6/1/2018 6:00,2018,,-0.003664268,,,14.36635417,,,,6.111011111,,253.184252,,0.883770581,,705.909596,14.22076389,,,0.904116649,,58.95231667
6/1/2018 7:00,2018,,-0.002259217,,,14.35048611,,,,6.170377778,,253.5078625,,0.88905846,,857.5017677,50.85607639,,,0.402883324,,59.05473333
6/1/2018 8:00,2018,,-0.002261869,,,14.47409722,,,,8.204588889,,258.678414,,0.813806944,,840.3040404,285.7513889,,,0.200216658,,59.33128333
6/1/2018 9:00,2018,,0.108389773,,,14.92079861,,,,5.438622222,,260.2469415,,0.653064015,,783.9914142,349.1526042,,,-0.349866667,,59.46836667
6/1/2018 10:00,2018,,0.30527564,,,15.13061048,,,,3.266580159,,260.6256598,,0.15992883,,2.485050507,509.8335579,,,-0.452268182,,35.41077485
6/1/2018 11:00,2018,,0.321247727,,,15.67315972,,,,3.048427778,,257.9286055,,0.107023232,,-20.22954546,227.8213542,,,-0.411966667,,30.23723333
6/1/2018 12:00,2018,,0.327621465,,,16.52371528,,,,4.533388889,,265.3981075,,0.01142197,,-3.536616162,525.1770139,,,-0.42855,,0.149716667
6/1/2018 13:00,2018,,0.327116793,,,17.88788194,,,,4.505511111,,263.666572,,0.011061364,,0.057828283,536.9990278,,,5.475866568,,0.131133333
6/1/2018 14:00,2018,,0.326699747,,,17.41958333,,,,6.300955556,,278.991305,,0.012837374,,-1.319444444,709.7757639,,,9.659799833,,-4.0442
6/1/2018 15:00,2018,,0.325199495,,,17.85784722,,,,3.54835,,292.493235,,0.010856439,,1.314646465,427.2052778,,,-0.368983333,,-1.013016667
6/1/2018 16:00,2018,,0.324507323,,,16.32392361,,,,5.596355556,,271.717922,,0.026698359,,-34.72550505,697.3368403,,,44.1859326,,-14.2782
6/1/2018 17:00,2018,,0.326361237,,,16.46267361,,,,4.722755556,,250.5091945,,0.084157071,,-122.0176768,625.3112153,,,-0.243983333,,32.59566667
6/1/2018 18:00,2018,,0.497764647,,,16.10638889,,,,4.06445,,135.983764,,0.111569697,,-121.8356061,738.8948611,,,10.77876648,,30.92095
6/1/2018 19:00,2018,,0.015384848,,,14.6584375,,,,5.459566667,,229.272167,,0.117208838,,-80.30909091,246.5950347,,,57.32968238,,-12.8023
6/1/2018 20:00,2018,,0.152848485,,,15.3809375,,,,6.455366667,,319.4703515,,0.46984154,,232.4118687,204.9673958,,,1.525049972,,57.42363333
6/1/2018 21:00,2018,,0.500301187,,,15.46666667,,,,4.48955,,306.7633685,,0.496503359,,519.0618687,408.8217014,,,-0.156898485,,59.45365606
6/1/2018 22:00,2018,,0.73780404,,,15.13684028,,,,5.206066667,,313.7862965,,0.382437626,,-36.15353535,96.06638889,,,0.749949985,,57.7979
6/1/2018 23:00,2018,,1.047706692,,,14.79979167,,,,6.218188889,,320.3363315,,0.470108081,,32.66338384,109.3355208,,,6.802683218,,50.93971667
6/2/2018 0:00,2018,,1.318834217,,,14.50951389,,,,7.226772222,,273.1426855,,0.645280682,,-56.80151515,142.3476736,,,20.186483,,34.92453333
6/2/2018 1:00,2018,,1.864558333,,,14.74059028,,,,5.0089,,211.8678085,,0.968554924,,122.8103535,104.7298611,,,10.12719983,,47.3089
6/2/2018 2:00,2018,,2.789465657,,,14.26555556,,,,3.295427778,,169.803113,,1.220001641,,446.3027778,152.5012153,,,0.353516658,,44.5672
6/2/2018 3:00,2018,,3.243742677,,,13.38895833,,,,2.370766667,,160.887764,,1.120648232,,260.7285354,376.0567708,,,4.590316588,,19.14128333
6/2/2018 4:00,2018,,3.781259596,,,12.19125,,,,6.400188889,,79.541395,,0.4964875,,-1426.26995,244.8557292,,,27.14963288,,31.40573333
6/2/2018 5:00,2018,,4.296502399,,,12.47506944,,,,6.051066667,,124.1641275,,0.634960227,,-1062.668434,237.634375,,,0.085499997,,59.29781667
6/2/2018 6:00,2018,,5.030758098,,,11.8456454,,,,5.525039596,,250.3417691,,0.46405899,,-976.5408586,188.0764306,,,-0.146087879,,52.48271742
6/2/2018 7:00,2018,,0.574448232,,,11.67305556,,,,6.747144444,,211.3977455,,0.573398485,,-1020.278283,183.0738542,,,-0.092666667,,59.45845
6/2/2018 8:00,2018,,0.670056439,,,11.16875,,,,8.103477778,,233.1904435,,0.374990025,,-760.8744949,267.0552431,,,1.291116645,,58.34643333
6/2/2018 9:00,2018,,1.04120101,,,10.61732639,,,,6.864144444,,183.0165245,,0.530882071,,-713.3772727,343.7991667,,,-0.085816667,,59.45845
6/2/2018 10:00,2018,,1.563990025,,,9.600868055,,,,7.760711111,,205.7128415,,0.628073106,,-919.145202,466.8655208,,,-0.06325,,59.45833333
6/2/2018 11:00,2018,,1.945205051,,,9.513888889,,,,7.180405556,,152.8201415,,0.386954293,,-971.635606,858.981875,,,-0.1329,,59.47883333
6/2/2018 12:00,2018,,2.049848106,,,9.388055556,,,,4.887277778,,100.2701545,,0.176131944,,-472.6633838,945.3051042,,,-0.1779,,48.22315
6/2/2018 13:00,2018,,2.058443056,,,9.915659722,,,,3.446372222,,138.083058,,0.00866149,,-8.674747475,1006.050764,,,-0.271016667,,-1.293216667
6/2/2018 14:00,2018,,2.056557071,,,10.68684028,,,,2.8613,,185.5145655,,0.005563131,,-8.011868687,938.7319792,,,-0.3014,,-1.290716667
6/2/2018 15:00,2018,,2.054755934,,,11.56628472,,,,2.570244444,,178.011528,,0.005733207,,-6.746212121,888.401875,,,-0.3189,,-1.051883333
6/2/2018 16:00,2018,,2.053230303,,,11.98927083,,,,2.476066667,,206.0479135,,0.00576654,,-6.941919192,788.0388542,,,-0.30595,,-0.948666667
6/2/2018 17:00,2018,,2.051696591,,,11.7846875,,,,1.414616667,,184.925218,,0.005533586,,-8.963131313,529.4519792,,,-0.306766667,,-0.96495
6/2/2018 18:00,2018,,2.050508838,,,10.34607639,,,,1.615177778,,155.6495755,,0.006303283,,-7.577020202,330.3489583,,,-0.1799,,-0.962466667
6/2/2018 19:00,2018,,0.079451389,,,9.115833333,,,,2.306633333,,139.6039,,0.006578409,,-4.618686869,179.5547569,,,-0.12205,,-1.051316667
6/2/2018 20:00,2018,,0.004539015,,,7.661805556,,,,1.875322222,,171.5204985,,0.00697096,,-4.842171717,38.88378472,,,-0.09295,,-1.125666667
6/2/2018 21:00,2018,,0.004314141,,,7.453645833,,,,3.426438889,,146.5610305,,0.00685846,,-6.928282828,60.37715278,,,-0.04185,,-1.130633333
6/2/2018 22:00,2018,,0.004495202,,,7.305625,,,,3.446444444,,156.56975,,0.006847601,,-5.827777778,43.84798611,,,-0.01685,,-1.136266667
6/2/2018 23:00,2018,,0.004106314,,,7.406423611,,,,3.6504,,149.023272,,0.006821086,,-5.862626263,40.72041667,,,-0.010633333,,-1.138633333
6/3/2018 0:00,2018,,0.003422854,,,7.102743056,,,,4.233955556,,135.8579705,,0.006688131,,-5.867424242,76.38642361,,,-0.0086,,-1.15385
6/3/2018 1:00,2018,,0.002500631,,,6.7575,,,,5.578877778,,121.377851,,0.006976136,,-5.904040404,35.96430556,,,0.018033333,,-1.171916667
6/3/2018 2:00,2018,,0.003060101,,,6.971979167,,,,7.697011111,,97.0026365,,0.006986111,,-5.823737374,30.64083333,,,-0.101283333,,-1.188583333
6/3/2018 3:00,2018,,0.002733965,,,7.401909722,,,,11.11731111,,102.494959,,0.006978914,,-4.985353535,34.33885417,,,-0.007666667,,-1.179316667
6/3/2018 4:00,2018,,0.002369167,,,8.422326389,,,,10.88258889,,121.274839,,0.006973611,,-5.16540404,33.67913194,,,0.02775,,-1.15745
6/3/2018 5:00,2018,,0.002494318,,,7.938923611,,,,8.947611111,,133.7207545,,0.006961995,,-4.626767677,45.01940972,,,0.0043,,-1.162783333
6/3/2018 6:00,2018,,0.00300202,,,9.224548611,,,,8.066788889,,184.0859815,,0.00694899,,-4.04469697,195.5429861,,,-0.0523,,-1.085916667
6/3/2018 7:00,2018,,0.001846465,,,8.735520833,,,,7.678088889,,200.43758,,0.006285227,,-5.247474748,397.9155556,,,-0.109333333,,-1.163416667
6/3/2018 8:00,2018,,0.002040901,,,9.924434133,,,,4.853511919,,225.3239757,,0.006511503,,-4.668813131,484.091941,,,-0.27694697,,-1.179436364
6/3/2018 9:00,2018,,0.002031349,,,10.42456019,,,,3.284787037,,221.2865673,,0.006059217,,-4.24949495,511.7759896,,,-0.34003,,-1.185793333
6/3/2018 10:00,2018,,0.002026616,,,10.22361111,,,,2.149911111,,211.428451,,0.006598611,,-3.831313131,402.9785417,,,-0.403683333,,-1.201
6/3/2018 11:00,2018,,0.002256818,,,11.17965278,,,,1.675338889,,150.586281,,0.006074874,,-2.577272727,661.7192014,,,-0.484866667,,-1.198083333
6/3/2018 12:00,2018,,0.002464091,,,10.87868056,,,,2.880655556,,116.0943825,,0.006184343,,-1.76010101,785.0625,,,-0.445666667,,-1.219083333
6/3/2018 13:00,2018,,0.002587879,,,11.50857639,,,,3.649966667,,126.5070845,,0.00622298,,-2.377525252,768.3074653,,,-0.406966667,,-1.20695
6/3/2018 14:00,2018,,0.002604419,,,11.16503472,,,,4.234966667,,113.0719425,,0.007537626,,-0.322727273,535.4976042,,,-0.339266667,,-1.220116667
6/3/2018 15:00,2018,,0.002712752,,,11.18368056,,,,5.639688889,,105.2416155,,0.00633447,,-4.37020202,545.25875,,,-0.315533333,,-1.237366667
6/3/2018 16:00,2018,,0.002742197,,,11.055,,,,6.871944444,,103.4717335,,0.006201768,,-3.960353535,516.8111458,,,-0.288333333,,-1.232133333
6/3/2018 17:00,2018,,0.002905556,,,10.51930556,,,,9.046844445,,104.978567,,0.006434975,,-3.866161616,415.6805556,,,-0.238583333,,-1.252
6/3/2018 18:00,2018,,0.002604167,,,10.0265625,,,,10.0828,,120.394426,,0.006875,,-4.024494949,99.69107639,,,-0.119166667,,-1.241583333
6/3/2018 19:00,2018,,0.002570707,,,9.748472222,,,,12.02124444,,134.03446,,0.006739141,,-6.760858586,21.29510417,,,3.089866615,,-0.708783333
6/3/2018 20:00,2018,,0.002235859,,,9.362152778,,,,12.02037778,,140.8843335,,0.007144318,,-3.74469697,21.70211806,,,22.57996629,,0.098966667
6/3/2018 21:00,2018,,0.001817804,,,8.632181187,,,,12.77603232,,150.5280988,,0.026904874,,-25.28595959,16.16019444,,,26.60956622,,-0.396666667
6/3/2018 22:00,2018,,0.00182803,,,8.055104167,,,,11.41067778,,155.887437,,0.007548737,,-4.217676768,20.29288194,,,35.40959941,,-2.74125
6/3/2018 23:00,2018,,0.001234356,,,7.32432206,,,,13.57790159,,174.409583,,0.026937197,,31.85875421,20.31137731,,,39.12404935,,3.212737778
6/4/2018 0:00,2018,,0.001359723,,,6.260972222,,,,16.36078889,,186.6983545,,0.033940278,,133.1328283,17.72607639,,,19.18188302,,-0.884533333
6/4/2018 1:00,2018,,0.001083208,,,5.476909722,,,,17.91371111,,189.4476995,,0.008378409,,29.61691919,9.180590278,,,15.07749975,,0.059783333
6/4/2018 2:00,2018,,2.37E-05,,,3.404583333,,,,19.48468889,,196.6395785,,0.013270076,,139.2015151,3.247777778,,,27.32956622,,0.720133333
6/4/2018 3:00,2018,,-0.001097096,,,1.544930556,,,,18.93305556,,201.3769985,,0.003477399,,14.50479798,1.788680556,,,27.51238288,,1.4535
6/4/2018 4:00,2018,,-0.001241187,,,1.880333333,,,,17.73844222,,207.73049,,0.143396263,,854.8204546,1.697569444,,,41.24615249,,12.71135
6/4/2018 5:00,2018,,0.002248864,,,2.082247475,,,,16.14476566,,212.6953648,,0.336149748,,1415.399242,3.471284722,,,46.95039922,,5.621183333
6/4/2018 6:00,2018,,0.005489899,,,2.412951389,,,,14.73246667,,220.837918,,0.363801263,,1252.903283,12.54427083,,,59.23919902,,-2.0819
6/4/2018 7:00,2018,,0.003098864,,,2.632326389,,,,12.7114,,226.65753,,0.354592045,,1154.725253,28.3334375,,,60.28101567,,-4.004716667
6/4/2018 8:00,2018,,0.082243325,,,3.597881944,,,,10.03672222,,242.1309795,,0.511195783,,1722.255758,86.13145139,,,10.81264982,,48.59871667
6/4/2018 9:00,2018,,0.414377652,,,4.449861111,,,,8.958444444,,244.1660325,,0.637254293,,1685.168687,278.8359028,,,1.094683315,,58.67756667
6/4/2018 10:00,2018,,0.780424815,,,4.913374369,,,,8.55579899,,244.5626184,,0.649433965,,1159.057323,410.4875764,,,2.494949958,,56.95214697
6/4/2018 11:00,2018,,1.081720328,,,4.621493056,,,,7.981855556,,244.510019,,0.718925631,,887.2823232,205.5014236,,,22.14338297,,36.21885
6/4/2018 12:00,2018,,1.416841667,,,4.965763889,,,,8.739611111,,246.180285,,0.760484091,,697.3921717,453.6597222,,,0.295216661,,59.33215
6/4/2018 13:00,2018,,1.915255051,,,4.646701389,,,,8.142044444,,247.4835,,0.706888005,,267.5431818,189.90625,,,5.688966572,,54.59266667
6/4/2018 14:00,2018,,2.332082323,,,5.186354167,,,,8.556455556,,246.7888765,,0.708972727,,103.7068182,239.4690278,,,3.025566617,,56.74706667
6/4/2018 15:00,2018,,2.750189209,,,5.822799631,,,,8.420955556,,246.624402,,0.735965185,,81.4123064,209.6519722,,,4.960228356,,54.98905455
6/4/2018 16:00,2018,,3.056119444,,,5.733055556,,,,8.025477778,,245.9797795,,0.744259596,,39.40151515,74.61197916,,,11.46699981,,49.41806667
6/4/2018 17:00,2018,,3.231753409,,,5.722361111,,,,8.468922222,,251.5908205,,0.742489015,,971.6467172,38.62875,,,6.0407999,,54.71918333
6/4/2018 18:00,2018,,3.233621266,,,5.604293981,,,,10.22661852,,256.1932495,,0.584708351,,420.1991703,64.42399306,,,27.68731287,,29.24918333
6/4/2018 19:00,2018,,0.339424832,,,5.325260052,,,,12.06862222,,261.1069785,,0.375583763,,224.6488889,112.9053542,,,2.104318147,,57.80578333
6/4/2018 20:00,2018,,0.188857828,,,5.521527778,,,,9.359855555,,255.7639385,,0.610780682,,673.960101,6.175173611,,,5.443933243,,55.0276
6/4/2018 21:00,2018,,0.1867983,,,5.478159722,,,,8.15529394,,251.7612508,,0.658879242,,896.9345455,1.493222222,,,38.68476754,,18.20013182
6/4/2018 22:00,2018,,0.186648232,,,3.517430556,,,,12.24527778,,256.6044485,,0.3620625,,269.9449495,1.4328125,,,11.05943315,,48.0702
6/4/2018 23:00,2018,,0.186196145,,,1.85925505,,,,12.96710606,,256.7912285,,0.389686944,,21.36616162,1.343222222,,,2.696066624,,16.87619545
6/5/2018 0:00,2018,,0.185751263,,,1.406041667,,,,12.86393333,,255.968972,,0.381598864,,81.20277778,1.375,,,4.367166595,,-8.425416667
6/5/2018 1:00,2018,,0.184982323,,,1.388576389,,,,11.68974444,,258.960282,,0.42069798,,197.1530303,1.375,,,1.776149972,,-8.747983333
6/5/2018 2:00,2018,,0.185447727,,,1.472916667,,,,9.462844444,,261.122119,,0.495800884,,243.4739899,1.370416667,,,6.184166565,,-8.165483333
6/5/2018 3:00,2018,,0.185406818,,,1.25625,,,,9.195044445,,259.566468,,0.448744444,,230.4909091,249.4622222,,,3.487549943,,-8.42975
6/5/2018 4:00,2018,,0.185306869,,,1.126810606,,,,9.34940303,,259.6886211,,0.509444924,,352.8762963,171.2865509,,,5.827533238,,-8.441277273
6/5/2018 5:00,2018,,0.185082955,,,0.968333333,,,,9.0649,,261.5512885,,0.41371654,,270.0896465,326.5772569,,,1.462416643,,-8.973116667
6/5/2018 6:00,2018,,0.18524553,,,1.250416667,,,,7.4334,,260.300004,,0.507780556,,352.6987374,141.6610764,,,0.0041,,-9.392433333
6/5/2018 7:00,2018,,0.179477046,,,1.245833333,,,,7.550111111,,260.8771825,,0.522557576,,338.4113636,1160.236806,,,0.670549989,,-7.61895
6/5/2018 8:00,2018,,0.179220257,,,1.133522727,,,,8.585575556,,255.6556884,,0.589317887,,283.0504377,1277.236762,,,3.060015101,,-9.525113636
6/5/2018 9:00,2018,,0.179450926,,,0.932405303,,,,9.418394949,,256.8295364,,0.49251016,,144.2232997,1652.881345,,,2.593599957,,-8.512443939
6/5/2018 10:00,2018,,0.112951625,,,0.957801768,,,,9.048380808,,261.7777014,,0.496563258,,22.34518519,1979.380007,,,0.001066667,,-8.366812879
6/5/2018 11:00,2018,,0.077180556,,,1.125173611,,,,7.912088889,,265.4764985,,0.44256452,,-98.45126263,2239.256701,,,0.334399995,,-6.4392
6/5/2018 12:00,2018,,0.095436237,,,1.237604167,,,,7.120244444,,270.567244,,0.433571086,,-373.0674242,2158.580174,,,4.851283253,,-5.880033333
6/5/2018 13:00,2018,,0.106186052,,,1.686919643,,,,6.149392064,,266.8774091,,0.472119697,,-354.4578283,2521.706889,,,5.235105468,,-2.1274
6/5/2018 14:00,2018,,0.110939015,,,1.906180556,,,,6.656577778,,273.551196,,0.470912121,,-436.5181818,2738.501181,,,47.28459921,,2.077983333
6/5/2018 15:00,2018,,0.137653813,,,2.13821654,,,,6.854085859,,280.5083651,,0.369311439,,-649.5792929,2290.599139,,,33.14720097,,11.90414848
6/5/2018 16:00,2018,,0.163019697,,,2.336805556,,,,7.7623,,280.8711325,,0.494860101,,-688.9891414,2419.907326,,,56.33584907,,-1.277883333
6/5/2018 17:00,2018,,0.174369259,,,2.262830225,,,,8.768565253,,291.2858541,,0.433029091,,-1002.428788,2654.483285,,,59.62036568,,-5.417866667
6/5/2018 18:00,2018,,0.175242172,,,2.667604167,,,,6.557777778,,272.383538,,0.545051263,,-702.5527778,2734.523264,,,58.81831569,,-4.88305
6/5/2018 19:00,2018,,0.098559217,,,2.870022096,,,,7.625406061,,281.5771275,,0.444304234,,-1202.947609,2397.748012,,,55.17901727,,1.055501515
6/5/2018 20:00,2018,,0.128373207,,,3.127955447,,,,5.824450216,,279.2385276,,0.453978611,,-1296.147626,2495.551278,,,52.89081124,,3.113840152
6/5/2018 21:00,2018,,0.205198418,,,3.250034722,,,,4.806388889,,295.2256,,0.467995833,,-1554.945202,2449.190694,,,42.22376597,,14.97441667
6/5/2018 22:00,2018,,0.328761827,,,3.170482955,,,,3.223369697,,287.1781091,,0.643458889,,-1359.195152,1491.053403,,,17.49424971,,39.07428333
6/5/2018 23:00,2018,,0.646177778,,,2.926736111,,,,3.279466667,,275.218915,,0.53963005,,-1494.693939,1293.475139,,,2.766983288,,48.31875
6/6/2018 0:00,2018,,0.931316793,,,2.948611111,,,,3.3267,,308.0280955,,0.509173864,,-1519.676515,485.0330208,,,0.00355,,53.33046667
6/6/2018 1:00,2018,,1.210608182,,,2.838838384,,,,2.968379293,,290.861412,,0.410851162,,-1645.071869,337.9305208,,,0.507766658,,47.70331061
6/6/2018 2:00,2018,,1.490065404,,,2.555763889,,,,4.719,,326.637468,,0.317396263,,-1747.953485,657.6167222,,,0.0124,,59.48008333
6/6/2018 3:00,2018,,1.841179394,,,2.449027778,,,,5.798433333,,334.4068085,,0.256001515,,-1586.368687,757.6972569,,,0.013716667,,59.48005
6/6/2018 4:00,2018,,2.107347854,,,2.612291667,,,,4.217777778,,322.857437,,0.336432197,,-1613.134848,196.8202083,,,0.335966661,,59.33891667
6/6/2018 5:00,2018,,2.500924874,,,2.842569444,,,,4.342144444,,331.4471945,,0.433631945,,-1699.884848,50.01736111,,,4.522333259,,56.0869
6/6/2018 6:00,2018,,2.863667274,,,2.505751068,,,,4.55539697,,317.0410706,,0.313243039,,-1572.085993,108.750787,,,-0.011131818,,59.48394242
6/6/2018 7:00,2018,,0.266151389,,,2.669652778,,,,3.5789,,259.3843575,,0.243542929,,-1377.452475,186.4432917,,,-0.077133333,,52.08548333
6/6/2018 8:00,2018,,0.194352525,,,3.564895833,,,,1.048161111,,154.7391645,,0.112230682,,-623.7479798,279.5557639,,,-0.255466667,,1.078566667
6/6/2018 9:00,2018,,0.195551254,,,4.103145833,,,,0.771636667,,176.4277751,,0.224419773,,-897.3029293,186.6884306,,,-0.128283336,,3.420620455
6/6/2018 10:00,2018,,0.194145705,,,4.299861753,,,,0.685143737,,212.6769253,,0.103131673,,-600.6983197,216.6930791,,,-0.335249697,,-1.004673939
6/6/2018 11:00,2018,,0.193724748,,,4.517020833,,,,0.745748283,,243.8101163,,0.089513106,,-431.380303,192.4055417,,,8.873663483,,1.914287879
6/6/2018 12:00,2018,,0.197094571,,,4.553194444,,,,2.165005556,,268.6953405,,0.162385227,,-528.4934343,186.4880903,,,1.559866636,,27.57468333
6/6/2018 13:00,2018,,0.227487357,,,4.895512566,,,,4.114837037,,266.5383711,,0.09181734,,-326.7441246,291.9313565,,,1.120640454,,40.7724487
6/6/2018 14:00,2018,,0.285131048,,,4.888030424,,,,3.388726364,,281.6731583,,0.113019508,,-509.0180877,156.3941075,,,37.06098408,,20.2021597
6/6/2018 15:00,2018,,0.283510007,,,5.157798049,,,,5.107167677,,309.46059,,0.23074946,,-955.4593988,262.0896981,,,10.53683043,,50.97115707
6/6/2018 16:00,2018,,0.297511288,,,5.228456439,,,,3.704107071,,304.0197092,,0.100986204,,-633.1161279,274.6035162,,,1.539466639,,45.66268333
6/6/2018 17:00,2018,,0.298875126,,,5.370972222,,,,2.729133333,,285.1133025,,0.083350202,,-476.6924747,179.7573264,,,5.978999897,,21.89455
6/6/2018 18:00,2018,,0.298715316,,,5.385738636,,,,3.250978283,,276.6649935,,0.011293434,,-29.25262626,188.9894097,,,-0.217733333,,1.447416667
6/6/2018 19:00,2018,,0.109589015,,,5.098732955,,,,5.574006061,,285.2979343,,0.059897601,,-320.3280303,75.64583333,,,-0.047981818,,25.80410051
6/6/2018 20:00,2018,,0.102113586,,,5.426811869,,,,5.981365657,,277.0214385,,0.318055934,,-607.8480135,7.268506944,,,20.4991436,,42.0529197
6/6/2018 21:00,2018,,0.101527929,,,5.377403985,,,,4.777864069,,267.6269438,,0.271921667,,-418.1458586,4.102638889,,,21.49358041,,39.32856667
6/6/2018 22:00,2018,,0.119062677,,,5.182471105,,,,6.693739394,,266.2543111,,0.290732651,,-277.1104377,4.160708333,,,-0.0258,,56.67031667
6/6/2018 23:00,2018,,0.127085808,,,5.080558712,,,,6.956588889,,260.3675973,,0.42574952,,36.05621212,186.5421181,,,-0.126028788,,59.45944394
6/7/2018 0:00,2018,,0.127222546,,,4.886494852,,,,4.881329293,,248.4949935,,0.289154377,,-127.0942593,364.6892454,,,-0.175598485,,58.64539091
6/7/2018 1:00,2018,,0.127246439,,,4.927840278,,,,5.01618,,244.8663868,,0.513072083,,47.35588384,283.1643264,,,-0.039458335,,59.41049394
6/7/2018 2:00,2018,,0.127187121,,,4.604305556,,,,5.024268889,,243.855247,,0.326550253,,-147.6050505,178.7700347,,,-0.08407381,,59.457
6/7/2018 3:00,2018,,0.127456633,,,4.822229312,,,,5.262395354,,248.102138,,0.529412677,,-26.46909091,152.1323426,,,-0.065618998,,59.45850909
6/7/2018 4:00,2018,,0.128591005,,,4.74505769,,,,6.521603886,,248.8179167,,0.695340518,,390.9661111,120.6973889,,,1.341419675,,58.61731682
6/7/2018 5:00,2018,,0.128504748,,,4.308282618,,,,7.039381818,,250.5115254,,0.721219735,,588.3406566,85.88795486,,,0.265118178,,59.39199697
6/7/2018 6:00,2018,,0.127543561,,,3.6234375,,,,7.5153,,253.344713,,0.458240025,,526.1911616,55.78684028,,,-0.00645,,59.45726667
6/7/2018 7:00,2018,,0.106528779,,,3.863484848,,,,7.630135354,,253.797603,,0.423633855,,561.1140741,49.11284954,,,-0.030569697,,59.4591
6/7/2018 8:00,2018,,0.10494404,,,4.054813552,,,,7.146127138,,254.3213966,,0.582581512,,892.3922727,50.12977579,,,-0.01241303,,59.45884909
6/7/2018 9:00,2018,,0.10516601,,,4.372291667,,,,6.282033333,,250.7330475,,0.514129672,,866.1934344,143.9530556,,,0.045233332,,59.45166667
6/7/2018 10:00,2018,,0.106207626,,,4.986805556,,,,5.282766667,,248.6609215,,0.319787828,,449.9220707,178.8721389,,,-0.122366667,,59.45925
6/7/2018 11:00,2018,,0.158395529,,,5.400292478,,,,5.523081048,,246.7308358,,0.149332357,,69.54818525,256.8351907,,,0.024146967,,52.55710758
6/7/2018 12:00,2018,,0.206364402,,,6.307182765,,,,4.85179697,,248.8308373,,0.008776251,,-7.149944686,414.3026782,,,-0.176931818,,-1.033512879
6/7/2018 13:00,2018,,0.20593388,,,7.636967803,,,,5.032717576,,251.2681002,,0.007156978,,-6.469057239,688.7375996,,,-0.252666667,,-0.945056061
6/7/2018 14:00,2018,,0.205829491,,,8.648602904,,,,5.133646667,,250.4157428,,0.006913577,,-5.493437951,546.9242495,,,-0.219965152,,-0.928093333
6/7/2018 15:00,2018,,0.205741466,,,8.619344907,,,,5.619245873,,254.6488821,,0.0071828,,-7.028156566,345.0348841,,,-0.188339069,,-0.897435375
6/7/2018 16:00,2018,,0.205367016,,,9.201812909,,,,6.711720779,,259.0044786,,0.007305682,,-5.53540404,488.8850556,,,-0.214531818,,-0.890526061
6/7/2018 17:00,2018,,0.205104419,,,8.3240625,,,,6.215011111,,255.064787,,0.007803157,,-5.048484848,186.1388889,,,-0.15945,,-0.9324
6/7/2018 18:00,2018,,0.205103022,,,7.933648359,,,,6.675434343,,255.257986,,0.007891995,,-5.184180791,120.6724153,,,-0.164816667,,-0.865483333
6/7/2018 19:00,2018,,0.133103211,,,7.362446338,,,,7.670512121,,258.1986518,,0.007468342,,-5.592474748,32.3680162,,,-0.142471212,,-0.985821212
6/7/2018 20:00,2018,,0.130669495,,,7.049393308,,,,11.42915616,,262.6703425,,0.007884268,,-5.38023569,25.07141667,,,-0.078630303,,-0.985375758
6/7/2018 21:00,2018,,0.130343645,,,6.839406323,,,,8.878304041,,256.2776092,,0.009951338,,-7.997222223,12.74727778,,,-0.030362121,,-0.991616667
6/7/2018 22:00,2018,,0.130378106,,,6.722159577,,,,9.151173737,,257.6872065,,0.01787553,,-13.23141414,11.99550694,,,-0.042152409,,5.668223333
6/7/2018 23:00,2018,,0.130222079,,,7.028169823,,,,13.22160667,,264.0095731,,0.007932096,,-5.19,12.76602778,,,0.030624242,,-0.979325152
6/8/2018 0:00,2018,,0.129937506,,,7.077113847,,,,12.78061515,,264.1034854,,0.007948485,,-5.044298921,12.5358404,,,0.018943333,,-0.990038788
6/8/2018 1:00,2018,,0.130012037,,,7.337455808,,,,13.84325354,,264.3001524,,0.007977399,,-4.770959596,12.95389583,,,0.033539394,,-0.984291667
